0,0
1,1
2,2
3,3
4,4
5,5
6,6
7,8
8,9
9,10
10,11
11,12
12,13
13,14
14,15
15,16
16,17
17,18
18,19
19,20
20,68
21,69
22,70
23,71
24,72
25,73
26,74
27,75
28,76
29,77
30,78
31,79
32,80
33,81
34,82
35,83
36,84
37,85
38,86
39,87
40,88
41,89
42,90
43,91
44,92
45,93
46,94
47,95
48,96
49,97
50,98
51,99
52,100
53,101
54,102
55,103
56,104
57,105
58,106
59,107
60,108
61,109
62,110
63,111
64,112
65,113
66,114
67,115
68,116
69,117
70,118
71,119
72,120
73,121
74,122
75,123
76,162
77,163
78,164
79,165
80,166
81,167
82,168
83,169
84,170
85,171
86,172
87,173
88,174
89,175
90,176
91,177
92,178
93,179
94,180
95,181
96,182
97,183
98,184
99,185
100,186
101,187
102,235
103,236
104,237
105,238
106,239
107,240
108,241
109,289
110,290
111,291
112,292
113,293
114,294
115,295
116,342
117,343
118,344
119,345
120,346
121,347
122,348
123,394
124,395
125,396
126,397
127,398
128,399
129,445
130,446
131,447
132,448
133,449
134,495
135,496
136,497
137,498
138,499
139,544
140,545
141,546
142,547
143,548
144,592
145,593
146,594
147,595
148,639
149,640
150,641
151,642
152,685
153,686
154,687
155,688
156,730
157,731
158,732
159,733
160,734
161,774
162,775
163,776
164,777
165,817
166,818
167,819
168,820
169,859
170,860
171,861
172,862
173,863
174,900
175,901
176,902
177,903
178,904
179,940
180,941
181,942
182,943
183,944
184,979
185,980
186,981
187,982
188,983
189,1017
190,1018
191,1019
192,1020
193,1021
194,1022
195,1054
196,1055
197,1056
198,1057
199,1058
200,1059
201,1060
202,1090
203,1091
204,1092
205,1093
206,1094
207,1095
208,1096
209,1125
210,1126
211,1127
212,1128
213,1129
214,1130
215,1131
216,1132
217,1159
218,1160
219,1161
220,1162
221,1163
222,1164
223,1165
224,1166
225,1192
226,1193
227,1194
228,1195
229,1196
230,1197
231,1198
232,1199
233,1200
234,1201
235,1224
236,1225
237,1226
238,1227
239,1228
240,1229
241,1230
242,1231
243,1232
244,1255
245,1256
246,1257
247,1258
248,1259
249,1260
250,1261
251,1262
252,1263
253,1264
254,1265
255,1285
256,1286
257,1287
258,1288
259,1289
260,1290
261,1291
262,1292
263,1293
264,1294
265,1295
266,1314
267,1315
268,1316
269,1317
270,1318
271,1319
272,1320
273,1321
274,1322
275,1323
276,1324
277,1342
278,1343
279,1344
280,1345
281,1346
282,1347
283,1348
284,1349
285,1350
286,1351
287,1352
288,1353
289,1369
290,1370
291,1371
292,1372
293,1373
294,1374
295,1375
296,1376
297,1377
298,1378
299,1379
300,1380
301,1381
302,1395
303,1396
304,1397
305,1398
306,1399
307,1400
308,1401
309,1402
310,1403
311,1404
312,1405
313,1406
314,1407
315,1408
316,1420
317,1421
318,1422
319,1423
320,1424
321,1425
322,1426
323,1427
324,1428
325,1429
326,1430
327,1431
328,1432
329,1433
330,1434
331,1444
332,1445
333,1446
334,1447
335,1448
336,1449
337,1450
338,1451
339,1452
340,1453
341,1454
342,1455
343,1456
344,1457
345,1467
346,1468
347,1469
348,1470
349,1471
350,1472
351,1473
352,1474
353,1475
354,1476
355,1477
356,1478
357,1479
358,1480
359,1481
360,1482
361,1489
362,1490
363,1491
364,1492
365,1493
366,1494
367,1495
368,1496
369,1497
370,1498
371,1499
372,1500
373,1501
374,1502
375,1503
376,1504
377,1510
378,1511
379,1512
380,1513
381,1514
382,1515
383,1516
384,1517
385,1518
386,1519
387,1520
388,1521
389,1522
390,1523
391,1524
392,1525
393,1526
394,1527
395,1530
396,1531
397,1532
398,1533
399,1534
400,1535
401,1536
402,1537
403,1538
404,1539
405,1540
406,1541
407,1542
408,1543
409,1544
410,1545
411,1546
412,1547
413,1549
414,1550
415,1551
416,1552
417,1553
418,1554
419,1555
420,1556
421,1557
422,1558
423,1559
424,1560
425,1561
426,1562
427,1563
428,1564
429,1565
430,1566
431,1567
432,1568
433,1569
434,1570
435,1571
436,1572
437,1573
438,1574
439,1575
440,1576
441,1577
442,1578
443,1579
444,1580
445,1581
446,1582
447,1583
448,1584
449,1585
450,1586
451,1587
452,1588
453,1589
454,1590
455,1591
456,1592
457,1593
458,1594
459,1595
460,1596
461,1597
462,1598
463,1599
464,1600
465,1601
466,1602
467,1603
468,1604
469,1605
470,1606
471,1607
472,1608
473,1609
474,1610
475,1611
476,1612
477,1613
478,1614
479,1615
480,1616
481,1617
482,1618
483,1619
484,1620
485,1621
486,1622
487,1623
488,1624
489,1625
490,1626
491,1627
492,1628
493,1629
494,1630
495,1631
496,1632
497,1633
498,1634
499,1635
500,1636
501,1637
502,1638
503,1639
504,1640
505,1641
506,1642
507,1643
508,1644
509,1645
510,1646
511,1647
512,1648
513,1649
514,1650
515,1651
516,1652
517,1653
518,1654
519,1655
520,1656
521,1657
522,1658
523,1659
524,1660
525,1661
526,1662
527,1663
528,1664
529,1665
530,1666
531,1667
532,1668
533,1669
534,1670
535,1671
536,1672
537,1673
538,1674
539,1675
540,1676
541,1677
542,1678
543,1679
544,1680
545,1681
546,1682
547,1683
548,1684
549,1685
550,1686
551,1687
552,1688
553,1689
554,1690
555,1691
556,1692
557,1693
558,1694
559,1695
560,1696
561,1697
562,1698
563,1699
564,1700
565,1701
566,1702
567,1703
568,1704
569,1705
570,1706
571,1707
572,1708
573,1709
574,1710
575,1711
576,1712
577,1713
578,1714
579,1715
580,1716
581,1717
582,1718
583,1719
584,1720
585,1721
586,1722
587,1723
588,1724
589,1725
590,1726
591,1727
592,1728
593,1729
594,1730
595,1731
596,1732
597,1733
598,1734
599,1735
600,1736
601,1737
602,1738
603,1739
604,1740
605,1741
606,1742
607,1743
608,1744
609,1745
610,1746
611,1747
612,1748
613,1749
614,1750
615,1751
616,1752
617,1753
618,1754
619,1755
620,1756
621,1757
622,1758
623,1759
624,1760
625,1761
626,1762
627,1763
628,1764
629,1765
630,1766
631,1767
632,1768
633,1769
634,1770
635,1771
636,1772
637,1773
638,1774
639,1775
640,1776
641,1777
642,1778
643,1779
644,1780
645,1781
646,1782
647,1783
648,1784
649,1785
650,1786
651,1787
652,1788
653,1789
654,1790
655,1791
656,1792
657,1793
658,1794
659,1795
660,1796
661,1797
662,1798
663,1799
664,1800
665,1801
666,1802
667,1803
668,1804
669,1805
670,1806
671,1807
672,1808
673,1809
674,1810
675,1811
676,1812
677,1813
678,1814
679,1815
680,1832
681,1833
682,1834
683,1835
684,1836
685,1837
686,1838
687,1839
688,1840
689,1841
690,1842
691,1843
692,1844
693,1845
694,1846
695,1847
696,1848
697,1849
698,1850
699,1851
700,1852
701,1853
702,1854
703,1855
704,1856
705,1857
706,1858
707,1859
708,1860
709,1861
710,1862
711,1863
712,1864
713,1865
714,1866
715,1867
716,1868
717,1869
718,1870
719,1871
720,1872
721,1873
722,1874
723,1875
724,1876
725,1877
726,1878
727,1879
728,1880
729,1881
730,1882
731,1883
732,1884
733,1885
734,1886
735,1887
736,1888
737,1889
738,1890
739,1891
740,1892
741,1893
742,1894
743,1895
744,1896
745,1897
746,1898
747,1899
748,1900
749,1901
750,1902
751,1903
752,1904
753,1905
754,1906
755,1907
756,1908
757,1909
758,1910
759,1911
760,1912
761,1913
762,1914
763,1915
764,1916
765,1917
766,1918
767,1919
768,1920
769,1921
770,1922
771,1923
772,1924
773,1925
774,1926
775,1927
776,1928
777,1929
778,1930
779,1931
780,1932
781,1933
782,1934
783,1935
784,1936
785,1937
786,1938
787,1939
788,1940
789,1941
790,1942
791,1943
792,1944
793,1945
794,1946
795,1947
796,1948
797,1949
798,1950
799,1951
800,1952
801,1953
802,1954
803,1955
804,1956
805,1957
806,1958
807,1959
808,1960
809,1961
810,1962
811,1963
812,1964
813,1965
814,1966
815,1967
816,1968
817,1969
818,1970
819,1971
820,1972
821,1973
822,1974
823,1975
824,1976
825,1977
826,1978
827,1979
828,1980
829,1981
830,1982
831,1983
832,1984
833,1985
834,1986
835,1987
836,1988
837,1989
838,1990
839,1991
840,1992
841,1993
842,1994
843,1995
844,1996
845,1997
846,1998
847,1999
848,2000
849,2001
850,2002
851,2003
852,2004
853,2005
854,2006
855,2007
856,2008
857,2009
858,2010
859,2011
860,2012
861,2013
862,2014
863,2015
864,2016
865,2017
866,2018
867,2019
868,2020
869,2021
870,2022
871,2023
872,2024
873,2025
874,2026
875,2027
876,2028
877,2029
878,2030
879,2031
880,2032
881,2033
882,2034
883,2035
884,2036
885,2037
886,2038
887,2039
888,2040
889,2041
890,2042
891,2043
892,2044
893,2045
894,2046
895,2047
896,2048
897,2049
898,2050
899,2051
